file_index,name,color,oneway,headway1,headway2,faresystem,N
85,S1,7,F,15,15,,"[24806, -24854, -24869, -24892, -24919, 24956, 25035, 24956, 25021, 25111, 25198, 25245, 25322, 25410, 25500, 25548, 25623, 25686, 25633, 25554, 25499, 25418, 25350, 25305, 25266, 25344, 15122, 25344, -25384, -25401, -25452, -25476, -25495, 25521, -25545, 25570, -25592, 25616, -25636, 25619, -25588, 25565, -25541, 25523, -25489, 25511, -25536, 25562, -25586, 25621, -25632, 25659, -25676, 25700, -25718, -25739, -25762, -25773, 25796, -25865, -25873, 25885, -25908, -25923, -25944, 25950, 25986, 26019, -26027, 26065, 26096, 26112, -26099, -26090, 26100, -26103, 26137, -26146, -26163, -26166, -26170, -26192, 26196, -26207, 26212]"
86,S455,9,T,30,30,,"[10031, -27082, -27137, -27082, -27053, 27004, -27001, 26990, 27061, -27064, 27071, -27108, 27148, 27208, 27239, 27257, 27248, 27236, 27126, 27038, 26974, 26889, 26817, 26772, 26743, 26767, 26750, 26739, 26721, 26709, 26687, 26669, 26633, 26616, 26602, 26574, 26569, 26555, 26535, 26514, -26501, 26480, -26468, -26462, 26457, 26435, 26431, -26425, -26407, 26389, -26383, 26359, -26346, -26333, 26330, -26326, 26298, 26284, -26255, 26254, -26249, -26247, -29429, -29618, 29687, -29688, -29689, -29690, -29691, -29692, -26053, 25983, -25973, 25972, 25968, -25958, 25929, -25910, 25888, 25848, 25772, 25681, 25639, -25594, 25545, -25570, 25592, 25616, -25636, -25657, 25678, 25698, 25720, -25704, 25677, 25658, 25635, -25618, 25586, 25568, 25540, 25510, 25490, -25517, -25538, 25557, 25584, -25606, -25651, 25673, -25693, 25713, -25722, 25754, 25831, 25879, 25915, -25914, -25890, 25894, 25933, 25981, 26015, 26029, 26078, 26082, 26101, -26168, 26153, 26125, -26126, 26120]"
86,O601,3,T,20,20,,"[10046, -28812, -28808, -28806, -28815, 28828, 28807, 28788, -28795, 28805, 28826, 28849, 28867, 28887, -28891, 28905, 28886, 28865, 28848, 28865, 28886, 28905, -28891, 28887, 28867, 28849, 28826, 28805, -28795, 28788, 28807, 28828, -28815, -28808, -28812, 10046]"
86,O609,9,T,30,30,,"[-28812, 10046, -28812, -28808, -28806, -28796, 28790, 28772, 28747, 28722, -28731, 28744, -28753, 28768, -28775, 28785, 28767, 28740, -28751, 28766, 28791, 28819, 28858, 28894, 28877, 28841, 28779, -28797, 28820, -28797, 28779, 28727, 28678, 28651, 28631, 28619, 28595, -28579, 28566, -28548, 28535, 28519, -28456, -28430, 28431, -28427, 28424, -28506, -28505, 28485, -28475, -28460, -28450, -28443, -28418, 28394, -28380, -28308, -28258, -28169, 28142, -28118, -28061, -28036, -28023, -27985, -27952, -27935, -27910, -27875, -27824, 27797, -27806, -27793, -27788, -27786, 27774, -27744, -27742, -27725, 27707, -27693, -27677, 27514, -27428, -27413, -27410, -27416, -27412, -27403, 27404, 27379, 27367, 27358, -27349, 27330, -27324, 27306, -27286, 27281, -27271, -27240, -27228, -27204, -27166, -29821, -27137, -27082, 10031, -27082, -27137, -29821, -27166, -27204, -27228, -27240, -27271, 27281, -27286, 27306, -27324, 27330, -27349, 27358, 27367, 27379, 27404, -27403, -27412, -27416, -27410, -27413, -27428, 27514, -27677, -27693, 27707, -27725, -27742, -27744, 27774, -27786, -27788, -27793, -27806, 27797, -27806, -27821, -27827, -27876, -27914, -27937, -27965, -27987, -28025, -28046, -28065, -28122, -28156, 28142, -28156, -28168, -28259, -28309, -28383, 28403, -28420, -28446, -28454, -28477, 28480, -28497, -28510, -28513, -28434, 28433, -28441, -28456, 28519, 28535, -28548, 28566, -28579, 28595, 28619, 28631, 28651, 28678, 28727, 28779, -28797, 28820, -28797, 28779, 28841, 28877, 28894, 28858, 28819, 28791, 28766, -28751, 28740, 28767, 28785, -28775, 28768, -28753, 28744, -28731, 28722, 28747, 28772, 28790, -28796, -28806, -28808, -28812, 10046, -28812]"
87,S472X,13,T,30,0,,"[28120, -28080, -28063, -28055, -28012, -27972, -27901, -27887, -27856, -27794, -27766, -27761, -27753, -27717, -27708, -27697, -27667, -27657, -27643, -27597, -27572, -27604, -27624, -27644, -27672, 27701, -27672, -27644, -27624, -27604, -27572, -27568, -27515, -27481, -27437, -27383, -27384, 27369, -27339, -27295, -27151, -27136, -27113, -27129, -27141, -27159, -27168, -27189, -27187, -27160, -27090, -27033, -26996, -26982, -26843, -26802, -26697, -26670, -26655, -26606, -26578, -26557, -26546, -26533, -26524, -26506, -26485, -26438, -26415, -26397, -26377, -26357, -26300, -26286, -26271, -26239, -23080, -26230, -26214, -26201, -26142, -26118, -26066, -26038, -25988, -25963, -25939, -25765, -25710, -25694, -29819, -25590, -25622, -25648, -25726, -25747, -25772, -25681, -25639, -25594, -25545, 25570, -25592, 25616, -25636, -25657, 25678, -25698, -25720, 25704, -25677, 25658, -25635, 25618, -25586, 25568, -25540, 25510, 25490, -25461, 25439]"
87,S473X,13,T,30,0,,"[10046, -28812, -28808, -28806, -28796, -28790, 28772, -28777, -28788, 28795, -28805, -28813, 28823, -28835, -28845, 28871, -28899, -28933, 28963, -28951, -28932, 28927, -28918, -28894, -28877, -28841, 28779, -28727, 28678, -28651, -28631, -28619, -28595, -28579, -28566, -28548, -28535, 28519, -28456, -28430, -28431, -28427, -28424, -28506, -28505, -28485, -28475, -28460, -28450, -28443, -28418, 28394, -28380, -28308, -28258, -28169, 28142, -28118, -28061, -28038, -28023, -27985, -27955, -27935, -27910, -27875, -27824, 27797, -27751, -27675, -27618, -27526, -27449, -27378, -27357, -27346, -27308, -27290, -27272, -27250, -27228, -27204, -27166, -29821, -27137, -27082, 10031, -27082, -27137, -29821, -27166, -27204, -27228, -27215, -27184, -27160, -27090, -27033, -26996, -26982, -26843, -26802, -26697, -26672, -26655, -26606, -26578, -26557, -26546, -26533, -26524, -26506, -26485, -26438, -26415, -26397, -26377, -26357, -26300, -26286, -26271, -26239, -23080, -26230, -26214, -26201, -26142, -26118, -26066, -26038, -25988, -25963, -25939, -25765, -25710, -25694, -29819, -25590, -25622, -25648, -25726, -25747, -25772, -25681, -25639, -25594, -25545, 25570, -25592, 25616, -25636, -25657, 25678, -25698, -25720, 25704, -25677, 25658, -25635, 25618, -25586, 25568, -25540, 25510, 25490, -25517, -25538, -25557, -25584, -25606, -25651, -25673, -25693, -25713, -25722, -25754, -25831, -25879, -25915, -25914, -25890, -25894, -25933, -25981, -26015, -26029, -26078, -26082, 26101, -26168, -26184, -26205, 15149, -26205, -26184, -26168, 15148, -26168, -26153, -26125, -26126, 26120]"
88,S004,7,T,30,30,,"[25381, 25430, -25534, -25640, 25685, -25748, -25778, -25803, -25833, -25838, -25824, -25800, -25808, -25814, -25841, -25868, -25869, -25876, 25884, 25901, 25928, -25934, 25955, -25974, 25984, 26013, 26024, 26046, -26061, 26097, -26102, 26120, -26126, 26125, -26122, -26113, -26104, -26070, -26082, 26078, 26029, 26015, 25981, 25933, -25894, -25890, -25914, -25915, 25879, 25831, 25754, -25722, 25713, -25693, 25673, 25651, 25606, 25584, -25557, 25538, -25563, 25585, -25613, 25632, -25621, 25586, -25562, 25536, -25511, 25489, -25469, -25441, -25419, 25393, -25362, 25341, -25327, 25299, -25280, 25261, -25243, 25189, 25142, -25100, -25080, 25060, 25008, 24925, 24852, 24806, 24852, 24925, 25008, 25060, -25080, -25100, 25142, 25189, -25243, 25261, -25280, 25299, -25327, 25341, -25362, 25393, -25419, -25441, -25469, 25489, -25511, 25536, -25562, 25586, -25621, 25632, -25613, 25585, -25563, 25538, -25557, 25584, 25606, 25651, 25673, -25693, 25713, -25722, 25754, 25831, 25879, -25915, -25914, -25890, -25894, 25933, 25981, 26015, 26029, 26078, -26082, -26070, -26104, -26113, -26122, 26125, -26126, 26120, -26102, 26097, -26061, 26046, 26024, 26013, 25984, -25974, 25955, -25934, 25928, 25901, 25884, -25876, -25869, -25836, -25815, -25807, -25784, -25827, -25822, -25799, -25768, -25746, -25669, 25685, -25640, -25534, 25430, 25381]"
88,S017,7,F,30,30,,"[26137, -26146, -26163, -26166, -26170, -26192, 26196, -26207, -26212, -26208, -26206, -26204, -26205, 15149, -26205, -26184, -26168, 15148, -26168, 26101, 26082, 26070, 26016, 25959, 25945, 25931, 25896, 25777, 25724, 25650, 25549, -25502, 25450, -25407, 25355, -25308, 25273, -25233, 25190, -25148, 25108, -25068, 25029, -24991, 24959, -24939, 24922, -24907, 24891, -24879, 24833, 24791, 24727, -24750, -24775, 15095]"
88,S31,3,F,30,30,,"[21884, -21839, 21795, 21889, 21982, 22052, 22096, 22199, 22297, -22330, 22439, 22538, 22592, 22624, 22731, 22752, 22816, 22920, 22988, 23037, 23127, 23185, 23258, 23299, -23326, -23339, 23348, 23369, 23438, 23508, 23590, 23657, 23697, -23717, -23746, 23760, 23795, 23836, 23961, 23998, 24062, 24054, -24088, 24110, -24128, 24168, 24231, -24263, -24275, 24294, 24385, 24488, 24523, 24572, -24629, -24633, -24679, -24692, -24714, 24727, 24750, 24775, 15095]"
88,S223,9,T,30,30,,"[24306, -24387, 24437, -24428, -24427, -24416, 24394, -24440, 24560, 24603, 24597, 24680, 24694, -24702, 24716, -24720, -24769, 24797, -24848, 24899, 24978, -25030, 25086, -25151, 25215, 25147, 25077, 25160, 25262, 25323, 25252, 25209, 25259, -25349, 25377, 25431, -25457, 25474, -25520, 25574, -25647, 25734, 25851, 25924, 25994, 26043, -26047, 26054, -26079, 26097, -26102, 26120, -26126, 26125, 26153, -26168, 15148, -26168, 26184, -26205, 15149, -26205, -26204, -26206, -26208, 26212, -26207, -26196, 26192, -26170, -26166, -26163, -26146, -26137, -26103, 26100, -26111, 26124, 26144, 26158, -26135, -26095, 26074, 26028, 26000, 25967, 25935, 25875, 25856, 25766, -25744, 25720, -25698, 25678, -25657, 25636, 25616, 25592, 25570, 25545, 25521, 25495, 25476, -25452, 10021, -25452, 25476, 25495, 25521, 25545, 25570, 25592, 25616, 25636, -25657, 25678, -25698, 25720, -25744, 25786, 25855, 25917, 25935, 25967, 26000, 26028, 26074, -26095, -26135, 26158, 26144, 26124, -26111, 26100, -26103, -26137, -26146, -26163, -26166, -26170, 26192, -26196, -26207, 26212, -26208, -26206, -26204, -26205, 15149, -26205, 26184, -26168, 15148, -26168, 26153, 26125, -26126, 26120, -26102, 26097, -26079, 26054, -26047, 26043, 25994, 25924, 25851, 25734, -25647, 25574, -25520, 25474, -25457, 25431, 25377, -25349, 25259, 25209, 25252, 25323, 25262, 25160, 25077, 25147, 25215, -25151, 25086, -25030, 24978, 24899, -24848, 24797, -24769, -24720, 24716, -24702, 24694, 24680, 24597, 24603, 24560, -24440, 24394, -24416, -24427, -24428, 24437, -24387, 24306]"
88,S236,7,T,30,30,,"[15093, -24558, -24496, -24431, -24420, -24357, -24278, -24209, -24105, -24018, -23968, -23898, -23864, -23757, -23695, -23645, -23622, -23529, -23496, -23468, 23451, 23464, 23482, 23513, 23437, 23369, -23304, 23256, -23303, 23365, -23337, 23302, -23349, -23429, 15069, -23429, -23349, 23302, -23337, 23365, -23303, 23256, -23304, 23369, 23437, 23513, 23482, 23464, -23477, -23500, -23533, -23627, -23651, -23700, -23758, -23867, -23903, -23974, -24020, -24108, -24218, -24262, -24318, -24366, -24378, -24447, -24496, -24558, 15093]"
88,S248,7,T,30,30,,"[15011, -20678, -20685, -20689, 20697, -20712, 20734, -20751, 20780, -20809, 20825, 20860, 20884, 20907, -20941, 20951, 20968, -20995, 21014, -21078, 21162, -21213, 15024, -21213, 21250, -21298, 21411, 21494, 21545, 21591, 21705, -21775, 21794, -21802, 21849, 21891, -21907, -21917, -21938, -21951, 21959, 22089, -22162, -22171, 22182, 22198, -22205, -22226, 22217, -22241, -22304, 22328, -22381, 22409, 22483, -22568, 22636, 22750, -22824, 22874, 22913, 22988, 23016, -23050, 23075, -23070, -23076, 23092, -23128, 23151, 23225, 23266, -23284, 23340, 23370, -23379, -23451, 23464, -23477, -23505, -23542, -23635, -23714, 23808, 23876, 23937, -23943, -23976, 23987, 24043, 24057, 24104, 24120, 24199, 24259, 24317, 24402, 24429, 24487, 24530, 24585, 24640, 24713, 24764, -24771, 24803, -24829, -24853, 24878, -24889, -24906, -24924, 24946, -24974, -24999, 15104, -24999, -24974, 24946, -24924, -24906, -24889, 24878, -24853, -24829, 24803, -24771, 24764, 24713, 24640, 24585, 24530, 24487, 24429, 24402, 24317, 24259, 24199, 24120, 24104, 24057, 24043, 23987, -23976, -23886, -23729, -23632, -23618, -23522, -23487, -23468, -23451, -23379, 23370, 23340, -23284, 23266, 23225, 23151, -23128, 23092, -23076, -23070, 23075, -23050, 23016, 22988, 22913, 22874, -22824, 22750, 22636, -22568, 22483, 22409, -22381, 22328, -22304, -22241, 22217, -22226, -22205, 22198, 22182, -22171, -22162, 22089, 21959, -21951, -21938, -21917, -21907, 21891, 21849, -21802, 21794, -21775, 21705, 21591, 21545, 21494, 21411, -21298, 21250, -21213, 15024, -21213, 21162, -21078, 21014, -20995, 20968, 20951, -20941, 20907, 20884, 20860, 20825, -20809, 20780, -20751, 20734, -20712, 20697, -20689, -20685, -20678, 15011]"
88,S509,7,F,30,30,,"[10019, -15115, -25263, 25286, -25295, -25329, 25346, -25332, 15120, -25281, 25261, -25243, 25189, -25142, 25100, 25080, 25060, 24967, 24911, 24884, 24844, -24793, -24764, 24713, -24640, 24574, 24523, -24572, -24629, -24633, -24679, -24692, -24714, -24727, -24750, -24775, 15095]"
88,S513,7,F,30,0,,"[10019, -15115, -25263, 25286, -25295, -25329, 25346, -25332, 15120, -25281, 25261, -25243, 25189, -25142, 25100, 25080, 25060, 24967, 24911, 24884, 24844, -24793, -24764, -24751, 24642, -24600, 24514, 24503, -24484, 24445, -24408, -24393, -24388, 24339, 24302, -24255, 24199, 24120, -24104, -24057, -24043, 23987, -23914, 23828, -23738, -23764, -23747, 23631, -23463, 23387, 23338, -23215, 23190, -23160, -23108, -23069, -22989, -22963, -22905, 22879, -22995, -23092, -23128, -23151, 23225, -23266, -23284, -23340, 23370, -23379, -23451, -23464, 23482, -23513, 23584, -23637, 23674, -23687, -23705, -23750, -23826, 23712, 23657, 23582, 23506, 23470, -23429, 15069]"
88,SF11,7,F,60,60,,"[-26001, 25975, 25948, 25970, 26020, -26039, 26063, 26086, 26107, -26129, -26160, -26164, -26165, -26171, 26174, -26178, -26181, -26187, 26195, 26177, 26158, 26144, 26124, -26111, 26100, -26103, 26137, -26146, -26163, 26166, -26170, -26192, 26196, 26207, 26212]"
88,SF232,9,F,30,30,,"[15036, -21763, -21755, -21763, 21783, -21848, 21901, 21953, 22068, 22183, 22235, -22355, 22408, 22527, -22582, 22626, 22706, -22808, 22859, -22915, 22980, -23035, 23112, 23195, -23273, 23302, -23349, -23429, 15069]"
88,SF525,7,F,30,30,,"[10010, -21973, -21998, 22027, -22061, 22081, -22114, -22122, 22132, 22146, 22186, 22192, 22185, 22189, 22285, -22362, -22372, -22398, -22413, -22424, 22461, 22500, 22585, 22651, 22714, 22761, -22784, -22818, -22848, -22875, -22849, 15062]"
88,SF453,13,T,30,60,,"[20869, -20922, -21195, -21464, -21534, -21726, -22006, -22284, -22356, -22537, -22921, -23362, -23497, -23675, -23716, -23814, -23921, -23953, -24012, 24081, -24221, 24308, -24243, -24217, -24245, -24264, -24284, -24343, -24419, -24438, -24464, -24499, -24711, 24799, -24832, -24855, -24905, 15101, -24905, -24956, 25035, -25170, 25205, -25266, -25344, 25384, -25401, -25452, 10021, -25452, -25476, 25495, 25546, -25495, -25476, -25452, 10021, -25452, -25401, 25384, -25344, -25266, 25205, -25170, -25035, -24956, -24905, 15101, -24905, -24855, -24832, 24799, -24711, -24516, -24443, -24396, -24365, -24322, -24289, -24272, -24241, -24243, 24308, -24221, 24081, -24012, -23965, -23849, -23806, -23736, -23681, -23501, -23367, -22924, -22544, -22353, -22280, -21999, -21716, -21551, -21468, -21197, -20924, -20878, 20870]"
90,M823_5RY2023,6,F,30,30,,"[66493, -66525, -70006, -66524, -71460, 66521, -66520, -66519, -66518, 66517, 66516, 66515, 66540, 66560, 66582, 66600, 66599, 66603, 66636, 66647, 66681, -66689, -66697, 66707, -66712, 66717, -66720, 66725, -66730, 66737, -66752, 66781, 66801, -66834, -66836, -66844, -66862, -66873, -66886, 66887, 66889, -71511, 66890, -71505, 66893, -66882, -66874, 66837, -66825, -66826, -66841, 50024]"
90,M862_Orem,7,F,30,30,,"[67512, -67531, -67532, -67529, -67525, -67517, -67516, -67513, 67559, 67604, 67625, 67665, -67692, 67708, -67731, 67786, -67841, 67855, 67865, -67888, 67906, -67922, 67950, 67993, 68028, -68045, 68060, 68063, 68066, -68068, 68069, 68071, 68070, 68067, 68064, 68059, 68061, 68054, -68042, 67989, 67958, 67880, 67823, 67771, -67726, 67667, 67629, 67581, 67550, 67494, -67446, 67432, 67393, -67366, 67371, -67373, 67374, -67394, -67427, -67447, 67497, 67496, -67495, 67494]"
90,M831_WPr,7,F,30,30,,"[50024, -66841, -66826, 66825, -66837, 66874, -66882, 66893, -71505, 66890, -71511, 66889, 66887, 66886, 66885, 66928, 66930, 66973, 66978, 66997, 67020, -67038, -67056, -67078, -67091, 67090, -67092, -67066, -67057, 67058, -67059, 67060, -71555, -71553, 67061, -67073, 67105, 67114, 67132, 67155, 67175, 67180, 67211, 67244, 67263, 67266, -67259, -67255, 67249, 67230, 67198, -67196, 67195, 67192, -67164, -67156, 67157, 67159, -67160, 67161, 67163, 67186, -67036, 67203, -67212, 67234, 67280, 67307, 67326, 67365, 67380, 67382, 67383, 67354, 67329, 67330, 67360, -67392, -67396, -67421, 67413, -67409, -67408, -67418, -67431, -67433, 67437, 67456, -67472, -67474, -67470, -67466, -67477, 67478, 67517]"
90,M822_Psn,6,F,60,0,,"[65403, -65402, 65401, 65400, 65399, 65398, 65414, -65433, 65443, 71081, -65494, 71090, 65509, 65508, 65506, 65505, 65507, -65513, -71157, 65524, 65531, -65539, -65556, 65566, -65580, -65592, -65603, 65624, -65627, 65631, 65645, 65672, -65687, 65695, -71302, -65775, -71320, -65875, -65953, 65983, 66043, 66061, 66102, 66112, 66111, 66110, 66109, 66108, 66133, 66142, 66192, 66206, -66212, -66214, -66215, 66221, -66242, 66237, -66238, -66220, 66248, 66263, -66273, -66302, -71429, -66339, 66372, -66393, -66434, -66449, -66473, 66481, -66489, -66506, 66517, 66516, 66515, 66540, 66560, 66582, 66600, 66599, 66603, 66636, 66647, 66681, -66689, -66697, 66707, -66712, 66717, -66720, 66725, -66730, 66737, -66752, 66781, 66801, -66834, -66836, -66844, 66876, 66885, 66928, 66930, -66973, 66978, 66997, 67020, -67038, -67056, -67078, -67091, 67090, -67092, -67066, -67057, -67058, -67059, -67060, -71555, -71553, -67061, -67073, -67070, -67072, -67101, -67133, -67162, -67182, -67211, 67255, -67284, -67292, -67299, -67328, -67357, -67366, -67371, -67373, 67374, -67375, -67377, -67380, -67382, -67383, -67391, -67408, -67409, -67413, 67421]"
92,Farm_Shuttle,5,F,15,15,,"[10031, -29821, 29822]"
93,S1,7,F,15,15,,"[24806, -24854, -24869, -24892, -24919, 24956, 25035, 24956, 25021, 25111, 25198, 25245, 25322, 25410, 25500, 25548, 25623, 25686, 25633, 25554, 25499, 25418, 25350, 25305, 25266, 25344, 15122, 25344, -25384, -25401, -25452, -25476, -25495, 25521, -25545, 25570, -25592, 25616, -25636, 25619, -25588, 25565, -25541, 25523, -25489, 25511, -25536, 25562, -25586, 25621, -25632, 25659, -25676, 25700, -25718, -25739, -25762, -25773, 25796, -25865, -25873, 25885, -25908, -25923, -25944, 25950, 25986, 26019, -26027, 26065, 26096, 26112, -26099, -26090, 26100, -26103, 26137, -26146, -26163, -26166, -26170, -26192, 26196, -26207, 26212]"
94,S455,9,T,30,30,,"[10031, -27082, -27137, -27082, -27053, 27004, -27001, 26990, 27061, -27064, 27071, -27108, 27148, 27208, 27239, 27257, 27248, 27236, 27126, 27038, 26974, 26889, 26817, 26772, 26743, 26767, 26750, 26739, 26721, 26709, 26687, 26669, 26633, 26616, 26602, 26574, 26569, 26555, 26535, 26514, -26501, 26480, -26468, -26462, 26457, 26435, 26431, -26425, -26407, 26389, -26383, 26359, -26346, -26333, 26330, -26326, 26298, 26284, -26255, 26254, -26249, -26247, -29429, -29618, 29687, -29688, -29689, -29690, -29691, -29692, -26053, 25983, -25973, 25972, 25968, -25958, 25929, -25910, 25888, 25848, 25772, 25681, 25639, -25594, 25545, -25570, 25592, 25616, -25636, -25657, 25678, 25698, 25720, -25704, 25677, 25658, 25635, -25618, 25586, 25568, 25540, 25510, 25490, -25517, -25538, 25557, 25584, -25606, -25651, 25673, -25693, 25713, -25722, 25754, 25831, 25879, 25915, -25914, -25890, 25894, 25933, 25981, 26015, 26029, 26078, 26082, 26101, -26168, 26153, 26125, -26126, 26120]"
